🎬  Reel Content Bank — 200 Ideas,,,,,,,,,,
200 production-ready ideas  |  Phase 2 + 3  |  हर row = ready to shoot/design,,,,,,,,,,
Content ID,Pillar,Pattern Used,Topic,Target Audience,Hook (First 3s),Farmer Pain Point,Solution,CTA,Expected Outcome,Virality /10
REEL-011,Education (शिक्षा),Crop Emergency Alert,Crop Emergency Alert: सरसों (Reel),छोटे किसान,🚨 UP में सरसों पर रोग — 72 घंटे में यह करो!,नकली बीज/खाद,"AgroManch पर सरसों direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Retention + WhatsApp Growth,9
REEL-012,Community (समुदाय),Crop Emergency Alert,Crop Emergency Alert: चना (Reel),युवा किसान (18-35),🚨 बिहार में चना पर रोग — 72 घंटे में यह करो!,पानी की कमी,"AgroManch पर चना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Retention + WhatsApp Growth,9
REEL-013,Marketplace (बाज़ार),Farmer Success Story,Farmer Success Story: मूंग (Reel),महिला किसान,'पहले डर था — आज मूंग से खुशी है' — असली कहानी,मजदूरों की कमी,"AgroManch पर मूंग direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Trust + Registration,9
REEL-014,Acquisition (अधिग्रहण),Farmer Success Story,Farmer Success Story: बाजरा (Reel),FPO सदस्य,'पहले डर था — आज बाजरा से खुशी है' — असली कहानी,सरकारी योजना की जानकारी नहीं,"AgroManch पर बाजरा direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Trust + Registration,9
REEL-015,Retention (रिटेंशन),Farmer Success Story,Farmer Success Story: ज्वार (Reel),प्रगतिशील किसान,'पहले डर था — आज ज्वार से खुशी है' — असली कहानी,बाज़ार भाव की जानकारी नहीं,"AgroManch पर ज्वार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Trust + Registration,9
REEL-016,Brand (ब्रांड),Farmer Success Story,Farmer Success Story: हल्दी (Reel),नए डिजिटल किसान,'पहले डर था — आज हल्दी से खुशी है' — असली कहानी,मंडी में कम भाव,"AgroManch पर हल्दी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Trust + Registration,9
REEL-017,Awareness (जागरूकता),Machinery Pride,Machinery Pride: अदरक (Reel),सब्ज़ी उत्पादक,यह मशीन अदरक की लागत आधी कर देती है 😮,बिचौलियों की लूट,"AgroManch पर अदरक direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Marketplace + Brand,8
REEL-018,Trust (भरोसा),Machinery Pride,Machinery Pride: लहसुन (Reel),बागवानी किसान,यह मशीन लहसुन की लागत आधी कर देती है 😮,payment में देरी,"AgroManch पर लहसुन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Marketplace + Brand,8
REEL-019,Education (शिक्षा),Scheme Bomb,Scheme Bomb: केला (Reel),सीमांत किसान,"🚨 NABARD योजना — किस्त आ रही है, status check करो!",फसल में रोग/कीट,"AgroManch पर केला direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,WhatsApp Growth + Registration,9
REEL-020,Community (समुदाय),Scheme Bomb,Scheme Bomb: अनार (Reel),जोखिम-सतर्क किसान,"🚨 Kisan Drone Subsidy — किस्त आ रही है, status check करो!",मौसम का नुकसान,"AgroManch पर अनार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,WhatsApp Growth + Registration,9
REEL-021,Marketplace (बाज़ार),Scheme Bomb,Scheme Bomb: Dragon Fruit (Reel),छोटे किसान,"🚨 PM-KISAN — किस्त आ रही है, status check करो!",भंडारण की समस्या,"AgroManch पर Dragon Fruit direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,WhatsApp Growth + Registration,9
REEL-022,Acquisition (अधिग्रहण),Scheme Bomb,Scheme Bomb: स्ट्रॉबेरी (Reel),युवा किसान (18-35),"🚨 PMFBY फसल बीमा — किस्त आ रही है, status check करो!",transport खर्च,"AgroManch पर स्ट्रॉबेरी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,WhatsApp Growth + Registration,9
REEL-023,Retention (रिटेंशन),Jugaad Hack,Jugaad Hack: मशरूम (Reel),महिला किसान,₹200 में मशरूम का जुगाड़ — 90% किसान नहीं जानते,quality grading,"AgroManch पर मशरूम direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Shareability + Reach,9
REEL-024,Brand (ब्रांड),Jugaad Hack,Jugaad Hack: सब्ज़ी (Reel),FPO सदस्य,₹200 में सब्ज़ी का जुगाड़ — 90% किसान नहीं जानते,सही buyer नहीं मिलता,"AgroManch पर सब्ज़ी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Shareability + Reach,9
REEL-025,Awareness (जागरूकता),Before / After,Before / After: भिंडी (Reel),प्रगतिशील किसान,भिंडी खेत: पहले बनाम बाद — यकीन नहीं होगा,कर्ज़ का बोझ,"AgroManch पर भिंडी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Trust + Listing,8
REEL-026,Trust (भरोसा),Before / After,Before / After: बैंगन (Reel),नए डिजिटल किसान,बैंगन खेत: पहले बनाम बाद — यकीन नहीं होगा,नकली बीज/खाद,"AgroManch पर बैंगन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Trust + Listing,8
REEL-027,Education (शिक्षा),Mahila Kisan,Mahila Kisan: फूलगोभी (Reel),सब्ज़ी उत्पादक,'अकेले 3 एकड़ फूलगोभी संभाला' — रेखा देवी की कहानी,पानी की कमी,"AgroManch पर फूलगोभी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Community + Brand,9
REEL-028,Community (समुदाय),Mahila Kisan,Mahila Kisan: मटर (Reel),बागवानी किसान,'अकेले 3 एकड़ मटर संभाला' — रेखा देवी की कहानी,मजदूरों की कमी,"AgroManch पर मटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Community + Brand,9
REEL-029,Marketplace (बाज़ार),Mahila Kisan,Mahila Kisan: अरहर (Reel),सीमांत किसान,'अकेले 3 एकड़ अरहर संभाला' — रेखा देवी की कहानी,सरकारी योजना की जानकारी नहीं,"AgroManch पर अरहर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Community + Brand,9
REEL-030,Acquisition (अधिग्रहण),Mahila Kisan,Mahila Kisan: मूंगफली (Reel),जोखिम-सतर्क किसान,'अकेले 3 एकड़ मूंगफली संभाला' — रेखा देवी की कहानी,बाज़ार भाव की जानकारी नहीं,"AgroManch पर मूंगफली direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Community + Brand,9
REEL-031,Retention (रिटेंशन),Weather Emergency,Weather Emergency: गेहूं (Reel),छोटे किसान,🚨 UP Alert: 72 घंटे में मौसम — गेहूं बचाओ!,मंडी में कम भाव,"AgroManch पर गेहूं direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Retention + App Download,9
REEL-032,Brand (ब्रांड),Weather Emergency,Weather Emergency: धान (Reel),युवा किसान (18-35),🚨 बिहार Alert: 72 घंटे में मौसम — धान बचाओ!,बिचौलियों की लूट,"AgroManch पर धान direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Retention + App Download,9
REEL-033,Awareness (जागरूकता),Weather Emergency,Weather Emergency: मक्का (Reel),महिला किसान,🚨 पंजाब Alert: 72 घंटे में मौसम — मक्का बचाओ!,payment में देरी,"AgroManch पर मक्का direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Retention + App Download,9
REEL-034,Trust (भरोसा),Weather Emergency,Weather Emergency: सोयाबीन (Reel),FPO सदस्य,🚨 MP Alert: 72 घंटे में मौसम — सोयाबीन बचाओ!,फसल में रोग/कीट,"AgroManch पर सोयाबीन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Retention + App Download,9
REEL-035,Education (शिक्षा),Myth Buster,Myth Buster: कपास (Reel),प्रगतिशील किसान,कपास के बारे में यह बात झूठ है — सच जानो,मौसम का नुकसान,"AgroManch पर कपास direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Brand Authority,8
REEL-036,Community (समुदाय),Profit Calculator,Profit Calculator: गन्ना (Reel),नए डिजिटल किसान,गन्ना में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,भंडारण की समस्या,"AgroManch पर गन्ना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Lead Gen + Listing,9
REEL-037,Marketplace (बाज़ार),Profit Calculator,Profit Calculator: टमाटर (Reel),सब्ज़ी उत्पादक,टमाटर में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,transport खर्च,"AgroManch पर टमाटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Lead Gen + Listing,9
REEL-038,Acquisition (अधिग्रहण),Profit Calculator,Profit Calculator: प्याज (Reel),बागवानी किसान,प्याज में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,quality grading,"AgroManch पर प्याज direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Lead Gen + Listing,9
REEL-039,Retention (रिटेंशन),Profit Calculator,Profit Calculator: आलू (Reel),सीमांत किसान,आलू में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,सही buyer नहीं मिलता,"AgroManch पर आलू direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Lead Gen + Listing,9
REEL-040,Brand (ब्रांड),Field Interview,Field Interview: मिर्च (Reel),जोखिम-सतर्क किसान,खेत से सीधे: पश्चिम बंगाल के किसान क्या कह रहे हैं?,कर्ज़ का बोझ,"AgroManch पर मिर्च direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Trust + Authority,8
REEL-041,Awareness (जागरूकता),Field Interview,Field Interview: सरसों (Reel),छोटे किसान,खेत से सीधे: UP के किसान क्या कह रहे हैं?,नकली बीज/खाद,"AgroManch पर सरसों direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Trust + Authority,8
REEL-042,Trust (भरोसा),Old vs New,Old vs New: चना (Reel),युवा किसान (18-35),चना बेचने का पुराना तरीका vs AgroManch — 5 घंटे vs 5 मिनट,पानी की कमी,"AgroManch पर चना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,App Download,8
REEL-043,Education (शिक्षा),Old vs New,Old vs New: मूंग (Reel),महिला किसान,मूंग बेचने का पुराना तरीका vs AgroManch — 5 घंटे vs 5 मिनट,मजदूरों की कमी,"AgroManch पर मूंग direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,App Download,8
REEL-044,Community (समुदाय),Hidden Crop,Hidden Crop: बाजरा (Reel),FPO सदस्य,यह फसल ₹__/kg बिकती है — कोई MP में नहीं उगाता क्यों?,सरकारी योजना की जानकारी नहीं,"AgroManch पर बाजरा direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Marketplace + Listing,9
REEL-045,Marketplace (बाज़ार),Hidden Crop,Hidden Crop: ज्वार (Reel),प्रगतिशील किसान,यह फसल ₹__/kg बिकती है — कोई महाराष्ट्र में नहीं उगाता क्यों?,बाज़ार भाव की जानकारी नहीं,"AgroManch पर ज्वार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Marketplace + Listing,9
REEL-046,Acquisition (अधिग्रहण),Hidden Crop,Hidden Crop: हल्दी (Reel),नए डिजिटल किसान,यह फसल ₹__/kg बिकती है — कोई राजस्थान में नहीं उगाता क्यों?,मंडी में कम भाव,"AgroManch पर हल्दी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Marketplace + Listing,9
REEL-047,Retention (रिटेंशन),Hidden Crop,Hidden Crop: अदरक (Reel),सब्ज़ी उत्पादक,यह फसल ₹__/kg बिकती है — कोई हरियाणा में नहीं उगाता क्यों?,बिचौलियों की लूट,"AgroManch पर अदरक direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Marketplace + Listing,9
REEL-048,Brand (ब्रांड),Tech Tutorial,Tech Tutorial: लहसुन (Reel),बागवानी किसान,AgroManch पर लहसुन list करो — 5 मिनट tutorial,payment में देरी,"AgroManch पर लहसुन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,App Download + Activation,8
REEL-049,Awareness (जागरूकता),Tech Tutorial,Tech Tutorial: केला (Reel),सीमांत किसान,AgroManch पर केला list करो — 5 मिनट tutorial,फसल में रोग/कीट,"AgroManch पर केला direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,App Download + Activation,8
REEL-050,Trust (भरोसा),Tech Tutorial,Tech Tutorial: अनार (Reel),जोखिम-सतर्क किसान,AgroManch पर अनार list करो — 5 मिनट tutorial,मौसम का नुकसान,"AgroManch पर अनार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,App Download + Activation,8
REEL-051,Education (शिक्षा),Tech Tutorial,Tech Tutorial: Dragon Fruit (Reel),छोटे किसान,AgroManch पर Dragon Fruit list करो — 5 मिनट tutorial,भंडारण की समस्या,"AgroManch पर Dragon Fruit direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,App Download + Activation,8
REEL-052,Community (समुदाय),Award / Recognition,Award / Recognition: स्ट्रॉबेरी (Reel),युवा किसान (18-35),🏆 Kisan Star of the Week — बिहार के किसान को बधाई!,transport खर्च,"AgroManch पर स्ट्रॉबेरी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Retention + Loyalty,8
REEL-053,Marketplace (बाज़ार),Regional Language,Regional Language: मशरूम (Reel),महिला किसान,किसान भाई — आज भोजपुरी में मशरूम की बात,quality grading,"AgroManch पर मशरूम direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Registration + Reach,9
REEL-054,Acquisition (अधिग्रहण),Regional Language,Regional Language: सब्ज़ी (Reel),FPO सदस्य,किसान भाई — आज भोजपुरी में सब्ज़ी की बात,सही buyer नहीं मिलता,"AgroManch पर सब्ज़ी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Registration + Reach,9
REEL-055,Retention (रिटेंशन),Regional Language,Regional Language: भिंडी (Reel),प्रगतिशील किसान,किसान भाई — आज भोजपुरी में भिंडी की बात,कर्ज़ का बोझ,"AgroManch पर भिंडी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Registration + Reach,9
REEL-056,Brand (ब्रांड),Regional Language,Regional Language: बैंगन (Reel),नए डिजिटल किसान,किसान भाई — आज भोजपुरी में बैंगन की बात,नकली बीज/खाद,"AgroManch पर बैंगन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Registration + Reach,9
REEL-057,Awareness (जागरूकता),Community Debate,Community Debate: फूलगोभी (Reel),सब्ज़ी उत्पादक,सच बोलो — फूलगोभी मंडी में सही भाव मिलता है? Poll 👇,पानी की कमी,"AgroManch पर फूलगोभी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Engagement + Community,9
REEL-058,Trust (भरोसा),Community Debate,Community Debate: मटर (Reel),बागवानी किसान,सच बोलो — मटर मंडी में सही भाव मिलता है? Poll 👇,मजदूरों की कमी,"AgroManch पर मटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Engagement + Community,9
REEL-059,Education (शिक्षा),Seasonal Countdown,Seasonal Countdown: अरहर (Reel),सीमांत किसान,अरहर बुवाई में बस __ दिन बाकी — तैयारी शुरू!,सरकारी योजना की जानकारी नहीं,"AgroManch पर अरहर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Listing + Marketplace,8
REEL-060,Community (समुदाय),Seasonal Countdown,Seasonal Countdown: मूंगफली (Reel),जोखिम-सतर्क किसान,मूंगफली बुवाई में बस __ दिन बाकी — तैयारी शुरू!,बाज़ार भाव की जानकारी नहीं,"AgroManch पर मूंगफली direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Listing + Marketplace,8
REEL-061,Marketplace (बाज़ार),Seasonal Countdown,Seasonal Countdown: गेहूं (Reel),छोटे किसान,गेहूं बुवाई में बस __ दिन बाकी — तैयारी शुरू!,मंडी में कम भाव,"AgroManch पर गेहूं direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Listing + Marketplace,8
REEL-062,Acquisition (अधिग्रहण),Seasonal Countdown,Seasonal Countdown: धान (Reel),युवा किसान (18-35),धान बुवाई में बस __ दिन बाकी — तैयारी शुरू!,बिचौलियों की लूट,"AgroManch पर धान direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Listing + Marketplace,8
REEL-063,Retention (रिटेंशन),Profit Reveal,Profit Reveal: मक्का (Reel),महिला किसान,इस किसान ने मक्का से ₹__ लाख कमाए — कैसे?,payment में देरी,"AgroManch पर मक्का direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,App Download + Listing,10
REEL-064,Brand (ब्रांड),Profit Reveal,Profit Reveal: सोयाबीन (Reel),FPO सदस्य,इस किसान ने सोयाबीन से ₹__ लाख कमाए — कैसे?,फसल में रोग/कीट,"AgroManch पर सोयाबीन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,App Download + Listing,10
REEL-065,Awareness (जागरूकता),Profit Reveal,Profit Reveal: कपास (Reel),प्रगतिशील किसान,इस किसान ने कपास से ₹__ लाख कमाए — कैसे?,मौसम का नुकसान,"AgroManch पर कपास direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,App Download + Listing,10
REEL-066,Trust (भरोसा),Profit Reveal,Profit Reveal: गन्ना (Reel),नए डिजिटल किसान,इस किसान ने गन्ना से ₹__ लाख कमाए — कैसे?,भंडारण की समस्या,"AgroManch पर गन्ना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,App Download + Listing,10
REEL-067,Education (शिक्षा),Mandi Shock,Mandi Shock: टमाटर (Reel),सब्ज़ी उत्पादक,टमाटर मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,transport खर्च,"AgroManch पर टमाटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,App Download + Trust,10
