📲  Story Content Bank — 100 Ideas,,,,,,,,,,
100 production-ready ideas  |  Phase 2 + 3  |  हर row = ready to shoot/design,,,,,,,,,,
Content ID,Pillar,Pattern Used,Topic,Target Audience,Hook (First 3s),Farmer Pain Point,Solution,CTA,Expected Outcome,Virality /10
STOR-026,Trust (भरोसा),Before / After,Before / After: बैंगन (Story),नए डिजिटल किसान,बैंगन खेत: पहले बनाम बाद — यकीन नहीं होगा,नकली बीज/खाद,"AgroManch पर बैंगन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Trust + Listing,8
STOR-027,Education (शिक्षा),Mahila Kisan,Mahila Kisan: फूलगोभी (Story),सब्ज़ी उत्पादक,'अकेले 3 एकड़ फूलगोभी संभाला' — रेखा देवी की कहानी,पानी की कमी,"AgroManch पर फूलगोभी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Community + Brand,9
STOR-028,Community (समुदाय),Mahila Kisan,Mahila Kisan: मटर (Story),बागवानी किसान,'अकेले 3 एकड़ मटर संभाला' — रेखा देवी की कहानी,मजदूरों की कमी,"AgroManch पर मटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Community + Brand,9
STOR-029,Marketplace (बाज़ार),Mahila Kisan,Mahila Kisan: अरहर (Story),सीमांत किसान,'अकेले 3 एकड़ अरहर संभाला' — रेखा देवी की कहानी,सरकारी योजना की जानकारी नहीं,"AgroManch पर अरहर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Community + Brand,9
STOR-030,Acquisition (अधिग्रहण),Mahila Kisan,Mahila Kisan: मूंगफली (Story),जोखिम-सतर्क किसान,'अकेले 3 एकड़ मूंगफली संभाला' — रेखा देवी की कहानी,बाज़ार भाव की जानकारी नहीं,"AgroManch पर मूंगफली direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Community + Brand,9
STOR-031,Retention (रिटेंशन),Weather Emergency,Weather Emergency: गेहूं (Story),छोटे किसान,🚨 UP Alert: 72 घंटे में मौसम — गेहूं बचाओ!,मंडी में कम भाव,"AgroManch पर गेहूं direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Retention + App Download,9
STOR-032,Brand (ब्रांड),Weather Emergency,Weather Emergency: धान (Story),युवा किसान (18-35),🚨 बिहार Alert: 72 घंटे में मौसम — धान बचाओ!,बिचौलियों की लूट,"AgroManch पर धान direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Retention + App Download,9
STOR-033,Awareness (जागरूकता),Weather Emergency,Weather Emergency: मक्का (Story),महिला किसान,🚨 पंजाब Alert: 72 घंटे में मौसम — मक्का बचाओ!,payment में देरी,"AgroManch पर मक्का direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Retention + App Download,9
STOR-034,Trust (भरोसा),Weather Emergency,Weather Emergency: सोयाबीन (Story),FPO सदस्य,🚨 MP Alert: 72 घंटे में मौसम — सोयाबीन बचाओ!,फसल में रोग/कीट,"AgroManch पर सोयाबीन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Retention + App Download,9
STOR-035,Education (शिक्षा),Myth Buster,Myth Buster: कपास (Story),प्रगतिशील किसान,कपास के बारे में यह बात झूठ है — सच जानो,मौसम का नुकसान,"AgroManch पर कपास direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Brand Authority,8
STOR-036,Community (समुदाय),Profit Calculator,Profit Calculator: गन्ना (Story),नए डिजिटल किसान,गन्ना में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,भंडारण की समस्या,"AgroManch पर गन्ना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Lead Gen + Listing,9
STOR-037,Marketplace (बाज़ार),Profit Calculator,Profit Calculator: टमाटर (Story),सब्ज़ी उत्पादक,टमाटर में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,transport खर्च,"AgroManch पर टमाटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Lead Gen + Listing,9
STOR-038,Acquisition (अधिग्रहण),Profit Calculator,Profit Calculator: प्याज (Story),बागवानी किसान,प्याज में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,quality grading,"AgroManch पर प्याज direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Lead Gen + Listing,9
STOR-039,Retention (रिटेंशन),Profit Calculator,Profit Calculator: आलू (Story),सीमांत किसान,आलू में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,सही buyer नहीं मिलता,"AgroManch पर आलू direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Lead Gen + Listing,9
STOR-040,Brand (ब्रांड),Field Interview,Field Interview: मिर्च (Story),जोखिम-सतर्क किसान,खेत से सीधे: पश्चिम बंगाल के किसान क्या कह रहे हैं?,कर्ज़ का बोझ,"AgroManch पर मिर्च direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Trust + Authority,8
STOR-041,Awareness (जागरूकता),Field Interview,Field Interview: सरसों (Story),छोटे किसान,खेत से सीधे: UP के किसान क्या कह रहे हैं?,नकली बीज/खाद,"AgroManch पर सरसों direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Trust + Authority,8
STOR-042,Trust (भरोसा),Old vs New,Old vs New: चना (Story),युवा किसान (18-35),चना बेचने का पुराना तरीका vs AgroManch — 5 घंटे vs 5 मिनट,पानी की कमी,"AgroManch पर चना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,App Download,8
STOR-043,Education (शिक्षा),Old vs New,Old vs New: मूंग (Story),महिला किसान,मूंग बेचने का पुराना तरीका vs AgroManch — 5 घंटे vs 5 मिनट,मजदूरों की कमी,"AgroManch पर मूंग direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,App Download,8
STOR-044,Community (समुदाय),Hidden Crop,Hidden Crop: बाजरा (Story),FPO सदस्य,यह फसल ₹__/kg बिकती है — कोई MP में नहीं उगाता क्यों?,सरकारी योजना की जानकारी नहीं,"AgroManch पर बाजरा direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Marketplace + Listing,9
STOR-045,Marketplace (बाज़ार),Hidden Crop,Hidden Crop: ज्वार (Story),प्रगतिशील किसान,यह फसल ₹__/kg बिकती है — कोई महाराष्ट्र में नहीं उगाता क्यों?,बाज़ार भाव की जानकारी नहीं,"AgroManch पर ज्वार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Marketplace + Listing,9
STOR-046,Acquisition (अधिग्रहण),Hidden Crop,Hidden Crop: हल्दी (Story),नए डिजिटल किसान,यह फसल ₹__/kg बिकती है — कोई राजस्थान में नहीं उगाता क्यों?,मंडी में कम भाव,"AgroManch पर हल्दी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Marketplace + Listing,9
STOR-047,Retention (रिटेंशन),Hidden Crop,Hidden Crop: अदरक (Story),सब्ज़ी उत्पादक,यह फसल ₹__/kg बिकती है — कोई हरियाणा में नहीं उगाता क्यों?,बिचौलियों की लूट,"AgroManch पर अदरक direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Marketplace + Listing,9
STOR-048,Brand (ब्रांड),Tech Tutorial,Tech Tutorial: लहसुन (Story),बागवानी किसान,AgroManch पर लहसुन list करो — 5 मिनट tutorial,payment में देरी,"AgroManch पर लहसुन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,App Download + Activation,8
STOR-049,Awareness (जागरूकता),Tech Tutorial,Tech Tutorial: केला (Story),सीमांत किसान,AgroManch पर केला list करो — 5 मिनट tutorial,फसल में रोग/कीट,"AgroManch पर केला direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,App Download + Activation,8
STOR-050,Trust (भरोसा),Tech Tutorial,Tech Tutorial: अनार (Story),जोखिम-सतर्क किसान,AgroManch पर अनार list करो — 5 मिनट tutorial,मौसम का नुकसान,"AgroManch पर अनार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,App Download + Activation,8
STOR-051,Education (शिक्षा),Tech Tutorial,Tech Tutorial: Dragon Fruit (Story),छोटे किसान,AgroManch पर Dragon Fruit list करो — 5 मिनट tutorial,भंडारण की समस्या,"AgroManch पर Dragon Fruit direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,App Download + Activation,8
STOR-052,Community (समुदाय),Award / Recognition,Award / Recognition: स्ट्रॉबेरी (Story),युवा किसान (18-35),🏆 Kisan Star of the Week — बिहार के किसान को बधाई!,transport खर्च,"AgroManch पर स्ट्रॉबेरी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Retention + Loyalty,8
STOR-053,Marketplace (बाज़ार),Regional Language,Regional Language: मशरूम (Story),महिला किसान,किसान भाई — आज भोजपुरी में मशरूम की बात,quality grading,"AgroManch पर मशरूम direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Registration + Reach,9
STOR-054,Acquisition (अधिग्रहण),Regional Language,Regional Language: सब्ज़ी (Story),FPO सदस्य,किसान भाई — आज भोजपुरी में सब्ज़ी की बात,सही buyer नहीं मिलता,"AgroManch पर सब्ज़ी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Registration + Reach,9
STOR-055,Retention (रिटेंशन),Regional Language,Regional Language: भिंडी (Story),प्रगतिशील किसान,किसान भाई — आज भोजपुरी में भिंडी की बात,कर्ज़ का बोझ,"AgroManch पर भिंडी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Registration + Reach,9
STOR-056,Brand (ब्रांड),Regional Language,Regional Language: बैंगन (Story),नए डिजिटल किसान,किसान भाई — आज भोजपुरी में बैंगन की बात,नकली बीज/खाद,"AgroManch पर बैंगन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Registration + Reach,9
STOR-057,Awareness (जागरूकता),Community Debate,Community Debate: फूलगोभी (Story),सब्ज़ी उत्पादक,सच बोलो — फूलगोभी मंडी में सही भाव मिलता है? Poll 👇,पानी की कमी,"AgroManch पर फूलगोभी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Engagement + Community,9
STOR-058,Trust (भरोसा),Community Debate,Community Debate: मटर (Story),बागवानी किसान,सच बोलो — मटर मंडी में सही भाव मिलता है? Poll 👇,मजदूरों की कमी,"AgroManch पर मटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Engagement + Community,9
STOR-059,Education (शिक्षा),Seasonal Countdown,Seasonal Countdown: अरहर (Story),सीमांत किसान,अरहर बुवाई में बस __ दिन बाकी — तैयारी शुरू!,सरकारी योजना की जानकारी नहीं,"AgroManch पर अरहर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Listing + Marketplace,8
STOR-060,Community (समुदाय),Seasonal Countdown,Seasonal Countdown: मूंगफली (Story),जोखिम-सतर्क किसान,मूंगफली बुवाई में बस __ दिन बाकी — तैयारी शुरू!,बाज़ार भाव की जानकारी नहीं,"AgroManch पर मूंगफली direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Listing + Marketplace,8
STOR-061,Marketplace (बाज़ार),Seasonal Countdown,Seasonal Countdown: गेहूं (Story),छोटे किसान,गेहूं बुवाई में बस __ दिन बाकी — तैयारी शुरू!,मंडी में कम भाव,"AgroManch पर गेहूं direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Listing + Marketplace,8
STOR-062,Acquisition (अधिग्रहण),Seasonal Countdown,Seasonal Countdown: धान (Story),युवा किसान (18-35),धान बुवाई में बस __ दिन बाकी — तैयारी शुरू!,बिचौलियों की लूट,"AgroManch पर धान direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Listing + Marketplace,8
STOR-063,Retention (रिटेंशन),Profit Reveal,Profit Reveal: मक्का (Story),महिला किसान,इस किसान ने मक्का से ₹__ लाख कमाए — कैसे?,payment में देरी,"AgroManch पर मक्का direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,App Download + Listing,10
STOR-064,Brand (ब्रांड),Profit Reveal,Profit Reveal: सोयाबीन (Story),FPO सदस्य,इस किसान ने सोयाबीन से ₹__ लाख कमाए — कैसे?,फसल में रोग/कीट,"AgroManch पर सोयाबीन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,App Download + Listing,10
STOR-065,Awareness (जागरूकता),Profit Reveal,Profit Reveal: कपास (Story),प्रगतिशील किसान,इस किसान ने कपास से ₹__ लाख कमाए — कैसे?,मौसम का नुकसान,"AgroManch पर कपास direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,App Download + Listing,10
STOR-066,Trust (भरोसा),Profit Reveal,Profit Reveal: गन्ना (Story),नए डिजिटल किसान,इस किसान ने गन्ना से ₹__ लाख कमाए — कैसे?,भंडारण की समस्या,"AgroManch पर गन्ना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,App Download + Listing,10
STOR-067,Education (शिक्षा),Mandi Shock,Mandi Shock: टमाटर (Story),सब्ज़ी उत्पादक,टमाटर मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,transport खर्च,"AgroManch पर टमाटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,App Download + Trust,10
